Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$800.00 per week,"63 St Vincent Street,",ALBERT PARK VIC 3206,2 Beds,1 Bath,− Parking,N/A
Kim Te,Motion Property,$625 per week,"323/92-96 Albert Street,",BRUNSWICK EAST VIC 3057,2 Beds,2 Baths,1 Parking,N/A
Meggan Eade,Abercrombys,$595.00,"2/51 Gourlay St,",BALACLAVA VIC 3183,2 Beds,1 Bath,1 Parking,N/A
Hudson Keppell,Kay & Burton Stonnington,$650 Per Week,"1/53a Lewisham Road,",WINDSOR VIC 3181,2 Beds,1 Bath,− Parking,N/A
Artem Chereshkov,McGrath St Kilda,$460 pw,"8/25 Pine Avenue,",ELWOOD VIC 3184,2 Beds,1 Bath,− Parking,N/A
Paola Faba,Dingle Partners,$435 pw,"13/114 Mason Street,",NEWPORT VIC 3015,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alana Davis,Woodards Carnegie,$550 per week,"15 Pallina Way,",WYNDHAM VALE VIC 3024,4 Beds,2 Baths,2 Parking,N/A
Richard Beck,Beck & Small Property,$595.00,"62B High Street,",PRAHRAN VIC 3181,2 Beds,1 Bath,1 Parking,N/A
Carson Mair,Dingle Partners,$420 pw,"401/32 Bray Street,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nicole Pedreros Gonzalez,Dingle Partners,$445 pw,"1122/572 St Kilda Road,",MELBOURNE VIC 3004,1 Bed,1 Bath,− Parking,N/A
Alvin Vitor,Buxton Real Estate Sandringham,$570.00,"2/172 Bay Road,",SANDRINGHAM VIC 3191,2 Beds,1 Bath,1 Parking,N/A
Kim Te,Motion Property,$575 per week,"301A/80-90 La Scala Avenue,",MARIBYRNONG VIC 3032,2 Beds,2 Baths,1 Parking,N/A
Christian Neofotistos,Ray White Brunswick,$550,"214/358-360 Moreland Road,",BRUNSWICK WEST VIC 3055,2 Beds,2 Baths,2 Parking,N/A
Mary Corso,Victoria Real Estate Agency Pty Ltd,$530 PER WEEK,"11/46 Botanical Drive,",LARA VIC 3212,3 Beds,3 Baths,2 Parking,N/A
Mary Corso,Victoria Real Estate Agency Pty Ltd,$530 PER WEEK,"10/46 Botanical Drive,",LARA VIC 3212,3 Beds,3 Baths,2 Parking,N/A
Nicole Pedreros Gonzalez,Dingle Partners,$725 pw,"1007/565 Flinders Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,N/A
Kim Te,Motion Property,$590 per week,"1002/1 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,N/A
Jack Alexander,Marshall White Port Phillip,"$1,075.00","71 Swallow Street,",PORT MELBOURNE VIC 3207,3 Beds,2 Baths,1 Parking,N/A
Jasmine Palioportas,Buxton Oakleigh,$460.00,"G01/519-521 High Street Road,",MOUNT WAVERLEY VIC 3149,1 Bed,1 Bath,1 Parking,N/A
Precinct Leasing,Precinct Estate Agents,$495 per week,"8/50 Rosslyn Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evelyne Surja,Kay & Burton Stonnington,$1250 Per Week,"9 Gladstone Avenue,",ARMADALE VIC 3143,3 Beds,1 Bath,2 Parking,N/A
Chris Bai,Motion Property,$500 Per Week,"402/58 Myrtle Street,",IVANHOE VIC 3079,1 Bed,1 Bath,1 Parking,N/A
Danielle Boyd,Life Property Management,"$2,600","2601/14-16 The Esplanade,",ST KILDA VIC 3182,3 Beds,2 Baths,2 Parking,N/A
David Hua,Ray White Oakleigh,$580,"1/1407-1409 Dandenong Road,",MALVERN EAST VIC 3145,2 Beds,2 Baths,1 Parking,N/A
Stephanie Pascoe,Hodges Real Estate Sandringham,"$1,400.00","23 Glenmore Crescent,",BLACK ROCK VIC 3193,5 Beds,3 Baths,2 Parking,N/A
Precinct Leasing,Precinct Estate Agents,$580 per week,"604/118 Russell Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,68m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George Laliotis,MPC Moss Property Consultants,$550 per week,"7/38 Geelong Road,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,N/A
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$850.00 per week,"18 Finlay Street,",ALBERT PARK VIC 3206,2 Beds,1 Bath,− Parking,N/A
Cameron  Gibson,Buxton Stonnington,$440.00,"14/305 Carlisle Street,",BALACLAVA VIC 3183,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel Henderson,Haven Agents,$450 per week,"Rear/36 Agnew Street,",BRIGHTON EAST VIC 3187,− 0 Beds,1 Bath,2 Parking,N/A
Bo Natoli,Buxton Stonnington,$500.00,"7/8-10 Sutherland Road,",ARMADALE VIC 3143,2 Beds,1 Bath,1 Parking,N/A
JORDAN PALMA,Ray White CRE,$800 per week,"40/190 Albert Street,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,N/A
David Hua,Ray White Oakleigh,$495,"2/26 Tular Avenue,",OAKLEIGH SOUTH VIC 3167,2 Beds,1 Bath,1 Parking,N/A
Manuel Flores,Gotham Property,$450,"611/408 Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
DIANA JURISIC,Ray White CRE,$570 per week,"607v/162 Street,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,N/A
Lorena Lore,GBE Property Investments,LEASED,"1413/199 William Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,N/A
Evelyne Surja,Kay & Burton Stonnington,$900 Per Week,"307/42 Ralston Street,",SOUTH YARRA VIC 3141,2 Beds,2 Baths,1 Parking,N/A
Danielle Boyd,Life Property Management,"$1,600","2406/14-16 The Esplanade,",ST KILDA VIC 3182,2 Beds,2 Baths,1 Parking,N/A
David Passaro,Gotham Property,$750,"7 Parker Street,",ORMOND VIC 3204,4 Beds,2 Baths,1 Parking,N/A
Laura Scott,aussieproperty.com,$550,"2505/371 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samantha Keyse,Kay & Burton Flinders,$2100 Per Week,"209 Keys Road,",FLINDERS VIC 3929,5 Beds,4 Baths,2 Parking,N/A
Lucy Redman,RT Edgar Glen Eira,$550.00,"3/14 Nepean Highway,",BRIGHTON VIC 3186,2 Beds,2 Baths,1 Parking,N/A
David Hua,Ray White Oakleigh,$550,"12/1650 Dandenong Road,",OAKLEIGH EAST VIC 3166,3 Beds,1 Bath,1 Parking,N/A
Samridhi Munjal,Dingle Partners,$625 pw,"910/43 Hancock Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$425 Per Week,"2/330 High Street,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$400 Per Week,"47/6 Williams Road,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Georgie Sinclair,Real Property Agent Melbourne,$550,"410/99 Nott St,",PORT MELBOURNE VIC 3207,1 Bed,1 Bath,1 Parking,N/A
Artem Chereshkov,McGrath St Kilda,$500 pw,"5/19 Redan Street,",ST KILDA VIC 3182,2 Beds,1 Bath,1 Parking,N/A
Mary Corso,Victoria Real Estate Agency Pty Ltd,$495 PER WEEK,"9 Pittsburgh Road,",KALKALLO VIC 3064,4 Beds,3 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mikaele Horsnell,Harcourts Melbourne City,$475 per week,"303/18-20 Bank Place,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
Liz Haughey,Buyer's Advocate,$500,"4/48 William St,",GLENROY VIC 3046,2 Beds,1 Bath,1 Parking,N/A
Carson Mair,Dingle Partners,$500 pw,"2014/35-47 Coventry Street,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,N/A
Darren Krause,Harcourts Melbourne City,$700 Per Week,"2503/250 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,N/A
Mary Corso,Victoria Real Estate Agency Pty Ltd,$480 PER WEEK,"14 Annabel Street,",DEANSIDE VIC 3336,3 Beds,2 Baths,1 Parking,N/A
Melanie Podrebarac,McGrath Northcote,"$1,100 per week","11 McGregor Street,",FAIRFIELD VIC 3078,4 Beds,2 Baths,2 Parking,N/A
Leasing Concierge,Gary Peer,$400 weekly,"15/164 Wattletree Road,",MALVERN VIC 3144,1 Bed,1 Bath,1 Parking,N/A
Jamie-Lee Fox,Gary Peer,$570 weekly,"1005 Heatherton Road,",SPRINGVALE VIC 3171,3 Beds,1 Bath,1 Parking,N/A
Alicia Cannizzaro,Jellis Craig Northcote,"$1,050.00","63B Clyde Street,",THORNBURY VIC 3071,3 Beds,2 Baths,1 Parking,N/A
Harry Whitford,BigginScott Richmond,$500 weekly,"102/354 Malvern Rd,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,N/A
David Hua,Ray White Oakleigh,$725,"10 Main Road,",CLAYTON VIC 3168,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Megan Taylor,Kay & Burton Bayside,$1250 Per Week,"21/30 Esplanade,",BRIGHTON VIC 3186,3 Beds,3 Baths,2 Parking,N/A
Andrea Picone,Dingle Partners,$520 pw,"607/250 City Road,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,N/A
Andrea Picone,Dingle Partners,$700 pw,"4304/45 Clarke Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
Andrea Picone,Dingle Partners,$720 pw,"3001/43 Hancock Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
Samridhi Munjal,Dingle Partners,$740 pw,"3201/43 Hancock Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
David Hua,Ray White Oakleigh,$770,"21 Blamey Street,",BENTLEIGH EAST VIC 3165,4 Beds,2 Baths,4 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel Hamilton,McGrath,$490 pw,"4/68 Westbury Street,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,− Parking,N/A
Katie Davidson,Buxton Real Estate Dingley Village,$650.00,"11/35-37 Sheridan Avenue,",FRANKSTON VIC 3199,3 Beds,2 Baths,2 Parking,N/A
Bradley Small,Beck & Small Property,$910.00,"2/32 Bourneville Avenue,",BRIGHTON EAST VIC 3187,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Te,Motion Property,$590 per week,"604/2 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,N/A
Daniel Hamilton,McGrath,$350 pw,"10/12 Rosedale Avenue,",GLEN HUNTLY VIC 3163,1 Bed,1 Bath,1 Parking,N/A
Bo Natoli,Buxton Stonnington,$690.00,"2/22 The Esplanade,",ST KILDA VIC 3182,2 Beds,1 Bath,− Parking,N/A
Matthew Swinnerton,Ray White Oakleigh,$460,"7/806-808 Warrigal Road,",MALVERN EAST VIC 3145,2 Beds,1 Bath,1 Parking,N/A
Matthew Swinnerton,Ray White Oakleigh,$460,"1/2 Mary Street,",CLAYTON VIC 3168,2 Beds,1 Bath,1 Parking,N/A
Matthew Swinnerton,Ray White Oakleigh,$520,"62 Haughton Road,",OAKLEIGH VIC 3166,3 Beds,1 Bath,1 Parking,N/A
Samantha Lee,Gary Peer,$900 weekly,"57 Millewa Ave,",MALVERN EAST VIC 3145,3 Beds,2 Baths,2 Parking,N/A
Melanie Podrebarac,McGrath Northcote,$495 per week,"108/50-56 High Street,",PRESTON VIC 3072,2 Beds,1 Bath,1 Parking,N/A
Melanie Jones,Jellis Craig Inner West,$695.00,"22 Sanderson Street,",YARRAVILLE VIC 3013,3 Beds,1 Bath,3 Parking,N/A
Kerttu  Luik,Buxton St Kilda,$725.00,"218/232-242 Rouse Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,1 Parking,N/A
Alicia Cannizzaro,Jellis Craig Northcote,$590.00,"4/34 Dunne Street,",KINGSBURY VIC 3083,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Damian Betham,McGrath St Kilda,$1375 pw,"58 Heyington Place,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,N/A
Emma Watkinson,Thomson,$380 per week,"719/65 Acland Street,",ST KILDA VIC 3182,1 Bed,1 Bath,− Parking,N/A
Emma Watkinson,Thomson,$700 per week,"11A Daley Street,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,N/A
David Hua,Ray White Oakleigh,$510,"10 Fenton Street,",HUNTINGDALE VIC 3166,2 Beds,1 Bath,2 Parking,N/A
Kayla Crea,HEDLEY REAL ESTATE,$563 weekly,"8 Percy St,",NEWPORT VIC 3015,3 Beds,1 Bath,3 Parking,N/A
Xavier George,Thomson,$460 per week,"4/14 Austin Avenue,",ELWOOD VIC 3184,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephanie Pascoe,Hodges Real Estate Sandringham,"$1,650.00","1A Abbott Street,",SANDRINGHAM VIC 3191,4 Beds,2 Baths,2 Parking,N/A
Hannah Zadeh,McGrath St Kilda,$735 pw,"1509/18 Hoff Boulevard,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
Ismaeel Hussain,Samma Real Estate,$270 per week,"6/106 Alexandra Street,",ST KILDA EAST VIC 3183,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kerttu  Luik,Buxton St Kilda,$645.00,"602/338 Kings Way,",SOUTH MELBOURNE VIC 3205,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,"$1,000 weekly","16 Cooper Street,",PRESTON VIC 3072,4 Beds,2 Baths,4 Parking,530m²
DIANA JURISIC,Ray White CRE,$650,"303/166 Wellington Parade,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,N/A
Wilson Glen Eira PTY LTD,N/A,$365 per week,"7/22 Crimea Street,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,N/A
Conny Yang,Waterdale Property Agent Pty Ltd,$680 per Week,"U1704/65 Dudley Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,− Parking,N/A
Aaron Boal,Gotham Property,$550,"22/80 Mitchell Parade,",PASCOE VALE SOUTH VIC 3044,2 Beds,2 Baths,1 Parking,N/A
Kim Te,Motion Property,$600 per week,"902/8 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,N/A
Ismaeel Hussain,Samma Real Estate,$450,"719/555 Flinders Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$695 Per Week,"22/425 Toorak Road,",TOORAK VIC 3142,3 Beds,1 Bath,1 Parking,N/A
Angus Brayshaw,Richardson & Wrench Projects Victoria,$450PW,"4/26 Bourke Street,",MENTONE VIC 3194,1 Bed,1 Bath,1 Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$800 Per Week,"79/108 Greville Street,",PRAHRAN VIC 3181,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carnegie Leasing,Woodards Carnegie,$390 per week,"8/8 Rosedale Avenue,",GLEN HUNTLY VIC 3163,1 Bed,1 Bath,1 Parking,N/A
Daniel Hamilton,McGrath,$510 pw,"11/31-31A George Street,",FITZROY VIC 3065,1 Bed,1 Bath,1 Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$430 Per Week,"G04/950 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
Louise Reid,Biggin Scott Elsternwick,$520 per week,"74 Orrong Road,",ELSTERNWICK VIC 3185,1 Bed,1 Bath,1 Parking,N/A
Fiona Tennant,aussieproperty.com,$770,"63/416A St Kilda Road,",MELBOURNE VIC 3000,3 Beds,1 Bath,1 Parking,N/A
Laura Scott,aussieproperty.com,$350,"6/23-25 Steet Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ease Real Estate,Ease Real Estate,$520,"109/108 Altona Street,",KENSINGTON VIC 3031,2 Beds,1 Bath,1 Parking,N/A
Natasha Melnikova,Life Property Management,$750,"304/57-61 Johnston Street,",FITZROY VIC 3065,2 Beds,2 Baths,1 Parking,N/A
Christian Neofotistos,Ray White Brunswick,$575,"107/108-124 Union Street,",BRUNSWICK VIC 3056,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ismaeel Hussain,Samma Real Estate,$710,"2410/241 City Road,",SOUTHBANK VIC 3006,2 Beds,2 Baths,1 Parking,N/A
Stephanie Allen,Dingle Partners,$470 pw,"4/102 Broadway,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,N/A
Michelle Murray,Buxton Real Estate Brighton,"$5,750.00","6 Menzies Avenue,",BRIGHTON VIC 3186,5 Beds,5 Baths,8 Parking,N/A
Ysabella Dimitrakopoulos,BigginScott Richmond,$825 weekly,"301/339 Burnley Street,",RICHMOND VIC 3121,2 Beds,2 Baths,1 Parking,81m²
Thea Toogood,Jellis Craig & Company Pty Ltd,$990.00,"23 Gardner Street,",RICHMOND VIC 3121,3 Beds,2 Baths,1 Parking,N/A
Adele Curcio,Thomson,$695 per week,"2/388 Inkerman Street,",ST KILDA EAST VIC 3183,2 Beds,2 Baths,1 Parking,N/A
Amber Brombara,HEDLEY REAL ESTATE,$470 weekly,"28 Bayano Way,",CRAIGIEBURN VIC 3064,2 Beds,2 Baths,1 Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$750 Per Week,"1/1 York Place,",PRAHRAN VIC 3181,2 Beds,1 Bath,1 Parking,N/A
Carson Mair,Dingle Partners,$680 pw,"3606/7 Riverside Quay,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,N/A
Andrea Picone,Dingle Partners,$650 pw,"2204/245 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,− Parking,N/A
Vanessa Dell'Arciprete,Bekdon Richards,$515 weekly,"1 Waratah Dr,",DANDENONG NORTH VIC 3175,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Preet Sandhu,BigginScott Richmond,$625 weekly,"603 Spencer St,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,1 Parking,N/A
Paul Tunney,Woodards South Yarra,$520 pw,"15/32 Darling Street,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,N/A
Paul Tunney,Woodards South Yarra,$500 pw,"6/32 Darling Street,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,N/A
Jasmine Palioportas,Buxton Camberwell,$850.00,"6A Denman Avenue,",GLEN IRIS VIC 3146,3 Beds,2 Baths,2 Parking,N/A
Mandy Feng,Coronis National,"$610 Per Week, Unfurnished","602/815 Bourke Street,",DOCKLANDS VIC 3008,2 Beds,1 Bath,− Parking,N/A
David Hua,Ray White Oakleigh,$385,"6/25 The Avenue,",MALVERN EAST VIC 3145,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Justine Muscat,Dingle Partners,$700.00 pw,"26/180 Little Collins Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
Abir Ayadi,Dingle Partners,$630 pw,"709/35 Wilson Street,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,N/A
Kelly Nicholas,RT Edgar Boroondara,$870.00,"808G/93 Dow Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meggan Eade,Abercrombys,$825.00,"6 Beatty Ave,",ARMADALE VIC 3143,2 Beds,1 Bath,− Parking,N/A
Flo Djaja,Melbourne Residential Real Estate,$430 per week,"509/238 Flinders St,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,N/A
Ease Real Estate,Ease Real Estate,$500,"208/97 Palmerston Crescent,",SOUTH MELBOURNE VIC 3205,1 Bed,1 Bath,1 Parking,N/A
Manuel Flores,Gotham Property,$520,"102/4 Kitmont Street,",MURRUMBEENA VIC 3163,2 Beds,1 Bath,1 Parking,N/A
Tess Macdonald,Bekdon Richards,$600 weekly,"401/442 St Kilda Rd,",MELBOURNE VIC 3004,2 Beds,2 Baths,1 Parking,N/A
Evelyne Surja,Kay & Burton Stonnington,$1695 Per Week,"2 Rathmines Street,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,N/A
Wimpie Santoso,Melbourne Residential Real Estate,$390 per week Furnished,"Unit 405/160 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
Wimpie Santoso,Melbourne Residential Real Estate,$680 Per Week,"Unit 1402/560 Lonsdale St,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,N/A
Glenda Martin,Fletchers Canterbury,$900 weekly,"3/18 Capon Street,",MALVERN EAST VIC 3145,3 Beds,2 Baths,2 Parking,N/A
Christian Neofotistos,Ray White Brunswick,$690,"40 Higinbotham Street,",COBURG VIC 3058,3 Beds,1 Bath,2 Parking,378m²
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$925.00 per week,"9 Loch Avenue,",ST KILDA EAST VIC 3183,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lauren Harris,The Agency Victoria,$600 per week,"105/23 Mills Boulevard,",ALPHINGTON VIC 3078,2 Beds,1 Bath,1 Parking,N/A
Jonathan Boon,Kay & Burton Stonnington,"$1,280 Per Week","602/166 Flinders Street,",MELBOURNE VIC 3000,3 Beds,2 Baths,− Parking,N/A
Kellie Finlayson,Gary Peer,$490 weekly,"3/38 Lillimur Road,",ORMOND VIC 3204,2 Beds,1 Bath,1 Parking,N/A
Serena Fonua,Harcourts Melbourne City,$725 per week,"1211/620 Collins Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
Andrea Picone,Dingle Partners,$580 pw,"1308/250 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,− Parking,N/A
Barbara Baltas,Dingle Partners,$450.00 pw,"908/557 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dragan Mrkela,Biggin Scott Elsternwick,$850 per week,"2 Villiers Street,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,2 Parking,512m²
Bo Natoli,Buxton Stonnington,$645.00,"7/22 The Esplanade,",ST KILDA VIC 3182,2 Beds,1 Bath,− Parking,N/A
Leasing Team,Besser & Co. Estate Agents,$425 per week,"302/9 Chesterville Road,",CHELTENHAM VIC 3192,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameron  Gibson,Buxton Stonnington,$625.00,"12/63 Alexandra Avenue,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,N/A
Zara Prior,Home apartments,"$1,400","1012/261 Bridge Road,",RICHMOND VIC 3121,3 Beds,2 Baths,− Parking,N/A
David Passaro,Gotham Property,$800,"565 Heidelberg Road,",ALPHINGTON VIC 3078,3 Beds,3 Baths,2 Parking,N/A
Lauren Harris,The Agency Victoria,$1300 per week,"64 Mills Street,",ALBERT PARK VIC 3206,3 Beds,1 Bath,− Parking,N/A
Charanjit Kaur,Flat Fee Property Management,$590,"G07/1217 Centre Road,",OAKLEIGH SOUTH VIC 3167,2 Beds,2 Baths,− Parking,N/A
Leasing Manager Caufield,Essence Communities,From $1250 pw *Up to 3 months' rent FREE,"L602/12 Caulfield Boulevard,",CAULFIELD NORTH VIC 3161,3 Beds,2 Baths,1 Parking,N/A
Leasing Manager Caufield,Essence Communities,From $1100 pw *Up to 3 months' rent FREE,"H201/16 Hayward Street,",CAULFIELD NORTH VIC 3161,2 Beds,2 Baths,1 Parking,N/A
Leasing Manager Caufield,Essence Communities,From $615pw *Up to 3 months' rent FREE,"L204/8 Caulfield Boulevard,",CAULFIELD NORTH VIC 3161,− 0 Beds,1 Bath,− Parking,N/A
Leasing Manager Caufield,Essence Communities,From $650 - *Up to 3 months' rent FREE,"G305/11 Normanby Road,",CAULFIELD NORTH VIC 3161,1 Bed,1 Bath,− Parking,N/A
Frazer Downes,Hodges South Melbourne,$450 Per Week,"313/9 Commercial Road,",MELBOURNE VIC 3004,1 Bed,1 Bath,1 Parking,N/A
Angus Brayshaw,Richardson & Wrench Projects Victoria,$550 per week,"27 Ethio Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angus Brayshaw,Richardson & Wrench Projects Victoria,$600 per week,"109B/72 Ascot Vale Road,",FLEMINGTON VIC 3031,2 Beds,2 Baths,1 Parking,N/A
Cameron  Gibson,Buxton Stonnington,$460.00,"21/14 McMillan Street,",ELSTERNWICK VIC 3185,2 Beds,1 Bath,1 Parking,N/A
Leasing Team,Besser & Co. Estate Agents,$620 per week,"305/136 Burnley Street,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,N/A
Angus Brayshaw,Richardson & Wrench Projects Victoria,$495 Per Week,"G04/5 Olive York Way,",BRUNSWICK WEST VIC 3055,2 Beds,1 Bath,1 Parking,N/A
Joshua Chong,Cuspac Property Group,$545,"1710/668 Burke Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,1 Parking,N/A
Hansel  Tjahyadi,Home apartments,$805,"2506/260 City Road,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nikki Gervasi,NICOLE GERVASI PROPERTY GROUP,$1750 per week,"101/99 Spring Street,",MELBOURNE VIC 3000,3 Beds,2 Baths,2 Parking,N/A
David Hua,Ray White Oakleigh,$940,"10 Anderson Avenue,",BENTLEIGH EAST VIC 3165,4 Beds,2 Baths,1 Parking,N/A
David Hua,Ray White Oakleigh,$640,"11 Abbotsford Avenue,",MALVERN EAST VIC 3145,3 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elizabeth Lopez,Beck & Small Property,$950.00,"61 Dendy Street,",BRIGHTON VIC 3186,3 Beds,2 Baths,4 Parking,N/A
Madeleine  Saric,Gotham Property,$465,"14 Furphy Walk,",KALKALLO VIC 3064,3 Beds,2 Baths,2 Parking,N/A
Nicole Pedreros Gonzalez,Dingle Partners,$550 pw,"2711/8 Pearl River Road,",DOCKLANDS VIC 3008,1 Bed,1 Bath,− Parking,N/A
Jasmine Palioportas,Buxton Camberwell,"$1,150.00","13 Rotherwood Drive,",MALVERN EAST VIC 3145,4 Beds,2 Baths,2 Parking,N/A
