agent_name,agent_company,price,address1,address2,bed,bath,parking,floor_space,longitude,latitude
Jayden Donaldson,McKean McGregor Real Estate Pty Ltd,"$750,000 - $795,000","5 Mayer Court,",STRATHDALE VIC 3550,5 Beds,2 Baths,5 Parking,"1,313m²",144.3132738,-36.7645046
Nathanial Briggs,Ray White Kyneton,"$690,000 - $740,000","20 Rodney Drive,",WOODEND VIC 3442,3 Beds,1 Bath,2 Parking,792m²,144.5400896,-37.3529832
Mark Somboli,Belle Property St George,For Sale | Contact Agent,"7 Milsop Street,",BEXLEY NSW 2207,2 Beds,1 Bath,2 Parking,371m²,151.1250204,-33.960891
Silviya Saric,Wodonga Real Estate Best Agents,"$545,000","9 Omeara Street,",WODONGA VIC 3690,3 Beds,2 Baths,2 Parking,516m²,,
Lewis Thyer,Richardson & Wrench Blackheath,"$680,000 - $740,000","49 Mount York Road,",MOUNT VICTORIA NSW 2786,3 Beds,1 Bath,2 Parking,774m²,150.2462648,-33.580563350000006
Dean Mifsud,Ray White Ballarat,"$949,000 - $999,000","65 Atkinsons Road,",MAGPIE VIC 3352,7 Beds,3 Baths,6 Parking,"40,468m²",143.8398555,-37.6496195
Linda Currie,Team Real Estate,"$595,000 - $650,000","162-166 Olympic Parade,",GOLDEN SQUARE VIC 3555,4 Beds,2 Baths,2 Parking,"1,697m²",144.2268825,-36.7756049
Cameron Webb,Ray White Ballarat,"$630,000-$660,000","10 Kerry Way,",INVERMAY PARK VIC 3350,4 Beds,2 Baths,2 Parking,870m²,143.85523056983283,-37.5217241
Ken Grech,Raine & Horne Gisborne,"$1,980,000","58 Lock Road,",GISBORNE SOUTH VIC 3437,4 Beds,3 Baths,2 Parking,"44,515m²",144.6319399,-37.5504044
Riley O'Keefe,Tweed Sutherland First National,"$400,000 - $440,000","21A Houston Street,",QUARRY HILL VIC 3550,2 Beds,1 Bath,1 Parking,190m²,144.2771906,-36.7757999
Stephen Williams,Century 21 Williams Real Estate,"$625,000 to $645,000","93 Victoria st,",MOUNT VICTORIA NSW 2786,3 Beds,1 Bath,1 Parking,683m²,150.24861995632278,-33.5890574
Michael Brooks,McKean McGregor Real Estate Pty Ltd,"$880,000 - $920,000","121 McIvor Forest Drive,",JUNORTOUN VIC 3551,4 Beds,2 Baths,3 Parking,881m²,144.3402663779697,-36.7845703
Joe Kanaan,The Agency Inner West - Drummoyne,Forthcoming Auction,"6/74-76 Victoria Road,",DRUMMOYNE NSW 2047,2 Beds,1 Bath,1 Parking,113m²,,
Stu Brien,Stone Real Estate Ballarat,"$1,200,000 - $1,250,000","286 Lumeah Road,",BUNINYONG VIC 3357,5 Beds,2 Baths,4 Parking,"3,787m²",143.8744927,-37.6471606
Gary Cooke,Jellis Craig Daylesford,"$1,065,000 - $1,155,000","45 Whitegum Drive,",WHEATSHEAF VIC 3461,3 Beds,1 Bath,4 Parking,2.02ha,144.2334455,-37.3406112
Oscar Currell,Ballarat Real Estate,"$490,000 - $530,000","84 Red Hill Road,",RAGLAN VIC 3373,3 Beds,1 Bath,6 Parking,"67,987m²",143.3452538,-37.3290651
Jenny Stewart,Jellis Craig Woodend,"$880,000","24 Old Drummond Road,",TARADALE VIC 3447,3 Beds,1 Bath,2 Parking,"5,792m²",144.343692,-37.1437137
Janet Friend,First National Real Estate Bonnici & Associates,"$395,000","4 Bridge Street,",CHILTERN VIC 3683,3 Beds,2 Baths,− Parking,"2,023m²",146.5935188,-36.1506876
Julian Davies,DaviesGladman Country Properties,"Price Guide: $950,000-$980,000","9 Winlaton Way,",WOODEND VIC 3442,3 Beds,2 Baths,2 Parking,600m²,144.5319148,-37.3690315
Damien Walder,Bound Real Estate,For Sale by EOI closing Weds 16th October at 4pm,"53 Mollison Street,",MALMSBURY VIC 3446,4 Beds,2 Baths,4 Parking,"2,023m²",144.375587,-37.1876233
Matt Gretgrix,Bendigo Real Estate,"$490,000 - $530,000","35 Rae Street,",IRONBARK VIC 3550,3 Beds,1 Bath,1 Parking,319m²,144.2602008,-36.7518309
Scott  Munro,PRD Orange,Contact agent,"8 Prince Street,",ORANGE NSW 2800,3 Beds,1 Bath,1 Parking,670m²,149.08856816099234,-33.27580355
Rae Corris,Biggin Scott Daylesford,"$660,000","92 Lake Road,",DAYLESFORD VIC 3460,2 Beds,1 Bath,2 Parking,"1,080m²",144.1478238,-37.3678054
Robert Broadhurst,Broadhurst Property,"$1,200,000 - $1,300,000","580 Pyrenees Highway,",CHEWTON VIC 3451,4 Beds,2 Baths,4 Parking,"24,281m²",144.2858761,-37.0919442
Tom May,Jellis Craig Woodend,"$1,500,000 - $1,600,000 plus GST if applicable","95 Piper Street,",KYNETON VIC 3444,2 Beds,2 Baths,2 Parking,506m²,144.44598689999998,-37.24387965
Leanne Pearman,Jellis Craig Woodend,"$1,050,000 - $1,150,000","4-6 Brian Road,",WOODEND VIC 3442,4 Beds,2 Baths,2 Parking,"2,157m²",144.5297787,-37.3677878
Silviya Saric,Wodonga Real Estate Best Agents,"$345,000","22 Jillico Avenue,",TALLANGATTA VIC 3700,3 Beds,1 Bath,1 Parking,640m²,147.1758691,-36.2135513
Andrew Pearce,Tweed Sutherland First National,"$430,000 - $450,000","16 Osborn Avenue,",KANGAROO FLAT VIC 3555,4 Beds,2 Baths,2 Parking,680m²,144.2486358,-36.789907
Jeanette Laffan,Nutrien Harcourts Kilmore,"$1,050,000 to $1,100,000","3 Hanover Court,",KILMORE VIC 3764,5 Beds,2 Baths,3 Parking,"6,206m²",144.9607692,-37.2851775
Robert Broadhurst,Broadhurst Property,"$1,100,000- $1,200,000","37 Wright Street,",ELPHINSTONE VIC 3448,3 Beds,2 Baths,2 Parking,"4,070m²",144.3322991,-37.1016492
Mitch Baker,Ray White Ballarat,"$545,000 - $565,000","244 Ballarat-Carngham Road,",ALFREDTON VIC 3350,4 Beds,2 Baths,2 Parking,370m²,143.7887939,-37.5670594
Kym and Shane Vasile,Acton | Belle Property South Perth & Victoria Park,Expressions Of Interest,"72 Coode Street,",SOUTH PERTH WA 6151,4 Beds,3 Baths,2 Parking,812m²,115.8630637,-31.9847164
Michael Murphy,McGrath Strathfield,"Auction | Guide $6,000,000","3 Victoria Street,",STRATHFIELD NSW 2135,5 Beds,3 Baths,4 Parking,"1,204m²",151.0832368,-33.8798681
Allana Storer,District Property Group,"$690,000 - $750,000","27 Redgum Drive,",MANSFIELD VIC 3722,3 Beds,2 Baths,2 Parking,679m²,146.0963466,-37.0475396
Kim McQueen,McQueen Real Estate,"$880,000 - $950,000","7 Main Road,",HEPBURN SPRINGS VIC 3461,3 Beds,3 Baths,2 Parking,"3,927m²",144.1374536,-37.3102809
Mark Dwyer,Ludeman Real Estate Warrnambool,Contact Agent,"117 Mortlake Road,",WARRNAMBOOL VIC 3280,4 Beds,1 Bath,2 Parking,867m²,142.4934191,-38.3669139
Terry Hill,Professionals Wodonga,For Sale by Expressions of Interest,"6 Bailey Street,",BUNDALONG VIC 3730,5 Beds,2 Baths,4 Parking,863m²,146.1747623,-36.0371341
Harley Maclachlan,First National Real Estate Bonnici & Associates,"$729,000","58 Hurley Circuit,",BARANDUDA VIC 3691,4 Beds,2 Baths,3 Parking,678m²,146.9491676,-36.1746725
Tony Stockdale,First National Real Estate Bonnici & Associates,"$699,000","8 Beaumont Drive,",BEECHWORTH VIC 3747,3 Beds,1 Bath,2 Parking,809m²,146.69328,-36.3494422
Ben King,Colliers Newcastle,Please contact agent,"87 Rawson Street & 29 Victoria Street,",KURRI KURRI NSW 2327,5 Beds,1 Bath,− Parking,"2,191m²",,
Elijah  Tong,Ballarat Real Estate,"$480,000 - $520,000","205 Cooke Street,",REDAN VIC 3350,3 Beds,1 Bath,2 Parking,431m²,143.8377039,-37.5803556
Oscar Currell,Ballarat Real Estate,"$420,000 - $460,000","32 Urquhart Street,",GORDON VIC 3345,2 Beds,1 Bath,4 Parking,875m²,144.1079678,-37.5829493
Brendan Allen,Elders Real Estate Euroa,"$565,000","110 Boundary Road North Road,",EUROA VIC 3666,4 Beds,1 Bath,1 Parking,"1,214m²",145.5856218,-36.7438276
Clinton Harvey,Wodonga Real Estate Best Agents,"$375,000","1/143 Lawrence Street,",WODONGA VIC 3690,3 Beds,1 Bath,1 Parking,315m²,146.87344,-36.1224217
James Worssam,Great Ocean Road Real Estate Aireys Inlet,"$1,250,000 - $1,350,000","4 Taroona Road,",AIREYS INLET VIC 3231,3 Beds,2 Baths,2 Parking,682m²,144.1060105,-38.4556263
Gary Van Someren,Great Ocean Properties Apollo Bay,"$1,790,000","8 Hawdon Avenue,",KENNETT RIVER VIC 3234,3 Beds,3 Baths,3 Parking,997m²,143.8597585,-38.6696977
Doug McLauchlan,Marshall White Boroondara,"$2,800,000 - $3,050,000","7 Rockingham Street,",KEW VIC 3101,5 Beds,3 Baths,2 Parking,752m²,145.0193575,-37.8118095
Simon Bogdanov,Oslo Property,CONTACT AGENT,"24 Watersun Road,",JAN JUC VIC 3228,4 Beds,2 Baths,2 Parking,534m²,144.2931874,-38.3522423
Simon Bogdanov,Oslo Property,"$685,000 - $745,000","83 Bright Street,",TORQUAY VIC 3228,2 Beds,2 Baths,1 Parking,117m²,144.3195237,-38.3136458
Josh Todd,Ray White Ballarat,"$875,000 - $925,000","10 Sorrenson's Road,",TALBOT VIC 3371,4 Beds,2 Baths,2 Parking,"196,700m²",,
Jenni Nash,Fletchers Yarra Ranges,"$750,000 - $800,000","21 Victoria Avenue,",MONBULK VIC 3793,3 Beds,2 Baths,2 Parking,"1,008m²",145.41448498394243,-37.8786109
Gary Van Someren,Great Ocean Properties Apollo Bay,"$1,350,000","14 Seaview Drive,",APOLLO BAY VIC 3233,5 Beds,2 Baths,1 Parking,512m²,143.6687836,-38.7447138
Amanda Burt,Raine & Horne Sunbury,"$995,000 - $1,075,000","29 Bluegum Circuit,",RIDDELLS CREEK VIC 3431,4 Beds,2 Baths,2 Parking,"1,103m²",144.6896549,-37.4578456
Tahlia Huke,Oslo Property,"$1,100,000-$1,190,000","64 Grandview Road,",TORQUAY VIC 3228,4 Beds,2 Baths,3 Parking,585m²,144.324531,-38.3221125
Craig Nathan,ACTON | Belle Property Mt Lawley,"Offers from $429,000","70/18 Wellington Street,",EAST PERTH WA 6004,1 Bed,1 Bath,1 Parking,88m²,115.8758395,-31.9570321
Justin Grogan,Tierney Real Estate,UNDER CONTRACT,"54 Teal Drive,",MILDURA VIC 3500,3 Beds,1 Bath,2 Parking,594m²,142.1411568,-34.1931558
Sue DeAraugo,Bendigo Ballarat Real Estate,"$290,000 - $315,000","11 Hospital Street,",INGLEWOOD VIC 3517,2 Beds,1 Bath,1 Parking,861m²,143.8738156,-36.5727763
Michael DeVincentis,Biggin Scott Daylesford,"$950,000","293 Providence Gully Road,",SANDON VIC 3462,5 Beds,2 Baths,− Parking,"77,578m²",144.0498548,-37.1665756
Thomas Murray,Landmark Group,AUCTION,"11.06/6-16 Victoria Street,",KOGARAH NSW 2217,2 Beds,2 Baths,1 Parking,88m²,,
Lachlan Sylvia,Ballarat Real Estate,"$790,000 - $830,000","36 Mag Dam Road,",SNAKE VALLEY VIC 3351,4 Beds,2 Baths,8 Parking,"8,083m²",143.5890505,-37.620094
Alan Mitchell,First National Real Estate Charles L King & Co (Barham),"$ 795,000","101 Roviras Road,",COHUNA VIC 3568,4 Beds,2 Baths,2 Parking,"4,040m²",144.2062557,-35.8087663
Jamie Horne,Indigo Real Estate,"$795,000","7/24 Malakoff Road,",BEECHWORTH VIC 3747,2 Beds,1 Bath,2 Parking,1m²,146.6735614,-36.3598439
Darryn O'Keefe,Tweed Sutherland First National,"$490,000 - $520,000","2 Spring Gully Road,",QUARRY HILL VIC 3550,3 Beds,1 Bath,1 Parking,547m²,144.2850626,-36.7848138
Nicole Robertson,BresicWhitney Hunters Hill,"Guide $1,700,000","26A Marlborough Street,",DRUMMOYNE NSW 2047,2 Beds,1 Bath,− Parking,322m²,151.1534608,-33.8516265
Silviya Saric,Wodonga Real Estate Best Agents,"$659,000","5 McDonnell Street,",WAHGUNYAH VIC 3687,4 Beds,2 Baths,2 Parking,819m²,146.3960941,-36.0118968
Silviya Saric,Wodonga Real Estate Best Agents,"$429,000","14 Wornes Drive,",WODONGA VIC 3690,3 Beds,1 Bath,2 Parking,543m²,146.8709924,-36.1189801
Mark Williams,Ray White Ballarat,"$285,000 - $310,000","6 Bruce Drive,",SEBASTOPOL VIC 3356,2 Beds,1 Bath,3 Parking,545m²,143.8374984,-37.5920235
Lisa Samulski,Biggin Scott Ballarat & Creswick,"$550,000","13-15 Suburban Street,",CLUNES VIC 3370,3 Beds,1 Bath,2 Parking,"2,024m²",143.7774847,-37.2957596
Will Munro,Ray White Ballarat,"$849,000 - $899,000","24 Waranga Street,",NERRINA VIC 3350,5 Beds,2 Baths,2 Parking,"1,328m²",143.883752,-37.5424521
Alex Stepnell,Ballarat Real Estate,"$590,000 - $620,000","129 Shortridge Drive,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,512m²,143.770526,-37.5449769
Alex Stepnell,Ballarat Real Estate,"$360,000 - $385,000","161 Albert Street,",SEBASTOPOL VIC 3356,3 Beds,2 Baths,2 Parking,376m²,143.8402044,-37.6075263
Dominic Morrison,Ballarat Real Estate,"$550,000 - $600,000","226 York Street,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,2 Parking,"1,183m²",143.8854151,-37.5697878
Mandy Ryan,twenty20 Realty,"Offers Above $499,000","51 Victoria St,",TINANA QLD 4650,3 Beds,1 Bath,2 Parking,"3,318m²",152.6798551,-25.5540909
Jay Kalogerakis,Ballarat Real Estate,"$895,000 - $945,000","27 Ploughshare Drive,",MOUNT HELEN VIC 3350,4 Beds,2 Baths,7 Parking,"1,324m²",143.8864951,-37.6216814
Adam Vranesic,Ballarat Real Estate,"$495,000 - $535,000","14 Cambridge Street,",WENDOUREE VIC 3355,3 Beds,1 Bath,1 Parking,725m²,143.8344485,-37.5292724
Will Munro,Ray White Ballarat,"$550,000 - $605,000","52 Royal York Road,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,544m²,143.7957374,-37.58071
Will Munro,Ray White Ballarat,"$679,000 - $699,000","12 St Robbins Avenue,",LAKE GARDENS VIC 3355,4 Beds,2 Baths,2 Parking,584m²,143.82068769971843,-37.54303265
Will Munro,Ray White Ballarat,"$475,000 - $515,000","1010 Lydiard Street North,",BALLARAT NORTH VIC 3350,3 Beds,1 Bath,2 Parking,630m²,143.8623846,-37.5370175
Byron Freeborn,Raine & Horne Wynnum Manly,"Offers over $880,000","2 Belah Court,",VICTORIA POINT QLD 4165,4 Beds,2 Baths,2 Parking,861m²,153.2904981,-27.5877065
Toby Gray,Bendigo Real Estate,"$495,000 - $535,000","15 Stanfield Street,",LONG GULLY VIC 3550,3 Beds,1 Bath,2 Parking,577m²,144.2582038,-36.7414591
Kim McQueen,McQueen Real Estate,"$1,395,000 - $1,495,000","128 Coopers Lane,",MUSK VIC 3461,3 Beds,1 Bath,4 Parking,"196,000m²",144.1866192,-37.3741302
Giovanni Piazza,Ray White Ballarat,"$560,000 - $600,000","140 Moola Street,",BALLARAT NORTH VIC 3350,4 Beds,1 Bath,4 Parking,807m²,143.8777253,-37.5411914
Giovanni Piazza,Ray White Ballarat,"$369,000 - $389,000","23 Willow Grove,",WENDOUREE VIC 3355,3 Beds,1 Bath,2 Parking,663m²,143.82200069804622,-37.5235251
Giovanni Piazza,Ray White Ballarat,"$549,000 - $569,000","31 Cortina Drive,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,549m²,143.8035814,-37.5865457
Tom Hagan,PRD Maryborough,"Offers Over $499,000","51 Victoria Street,",TINANA QLD 4650,3 Beds,1 Bath,2 Parking,"3,318m²",152.6798551,-25.5540909
Joan Naldrett,Joan Naldrett Real Estate,"$595,000","6 Airey Court,",WODONGA VIC 3690,4 Beds,2 Baths,2 Parking,752m²,146.8371505,-36.1293628
Bec Allen,McKean McGregor Real Estate Pty Ltd,"$575,000","46 High Street,",AXEDALE VIC 3551,3 Beds,1 Bath,2 Parking,"2,100m²",144.5010486,-36.7864439
Jenny Stewart,Jellis Craig Woodend,"$1,500,000","30 Simpson Street,",KYNETON VIC 3444,4 Beds,2 Baths,2 Parking,"1,527m²",144.4480627,-37.2495933
Andrew Lonsdale,Ray White Canberra,Auction: 28/09/2024,"54 Mirning Crescent,",ARANDA ACT 2614,4 Beds,2 Baths,2 Parking,"1,166m²",149.0752411,-35.263109
Nick Karvouniaris,Ray White Dulwich Hill | Marrickville,For Sale,"715/186D Victoria Road,",MARRICKVILLE NSW 2204,3 Beds,2 Baths,2 Parking,154m²,,
Luke Moloney,Moloney Real Estate,"$580,000","23 Scott Street,",RUTHERGLEN VIC 3685,3 Beds,1 Bath,3 Parking,787m²,146.4548093,-36.0501874
Brad Katnich,Acton | Belle Property South Perth & Victoria Park,Expressions of Interest,"1/11 Delamere Avenue,",SOUTH PERTH WA 6151,1 Bed,1 Bath,1 Parking,48m²,115.8759456,-31.9758624
Heidi Bourke,Sell Buy Rent,"$750,000","13 BALLARA DRIVE,",WODONGA VIC 3690,4 Beds,2 Baths,2 Parking,887m²,146.8607123,-36.1414949
Angelo Bouras,Richardson & Wrench Elizabeth Bay / Potts Point,Auction,"102/145 Victoria Street,",POTTS POINT NSW 2011,1 Bed,1 Bath,1 Parking,50m²,151.2229308,-33.8712846
Nigel Kol,Ludeman Real Estate Warrnambool,Contact Agent,"2/22 Irvings Lane,",KOROIT VIC 3282,4 Beds,2 Baths,2 Parking,"1,855m²",142.3603955,-38.2867386
Damien O'Shannessy,Bendigo Real Estate,"$435,000 - $465,000","18 Wade Street,",GOLDEN SQUARE VIC 3555,3 Beds,1 Bath,2 Parking,544m²,144.2618555,-36.7716585
Joan Naldrett,Joan Naldrett Real Estate,"$610,000","3 Hardie Court,",WODONGA VIC 3690,4 Beds,2 Baths,2 Parking,652m²,146.9061838,-36.1305897
Desiree Ebert,Ray White Mount Barker,Contact Agent,"3/4A Victoria Road,",MOUNT BARKER SA 5251,3 Beds,1 Bath,1 Parking,276m²,138.8669937,-35.079865
James Wright,Ludeman Real Estate Warrnambool,Contact Agent,"107 Morriss Road,",WARRNAMBOOL VIC 3280,3 Beds,1 Bath,2 Parking,609m²,142.4641651,-38.3666471
Bawa Singh,Buxton Bendigo,"$500,000 - $550,000","115 Symonds Street,",GOLDEN SQUARE VIC 3555,3 Beds,2 Baths,1 Parking,530m²,144.2498062,-36.7735485
Michael Brooks,McKean McGregor Real Estate Pty Ltd,"$640,000 - $690,000","97 Harpers Road,",MANDURANG SOUTH VIC 3551,5 Beds,1 Bath,2 Parking,3.26ha,144.2768971,-36.8640852
Bec Allen,McKean McGregor Real Estate Pty Ltd,"$780,000 - $820,000","16 Benjamin Court,",SPRING GULLY VIC 3550,4 Beds,2 Baths,7 Parking,"1,269m²",144.2929544,-36.7880658
Leah Panos,Jellis Craig Castlemaine,"$1,800,000 - $1,950,000","72 High Street,",MALDON VIC 3463,4 Beds,3 Baths,4 Parking,"1,012m²",144.0680469,-37.0014027
James Waterhouse,Ballarat Real Estate,"$775,000 - $825,000","56 Farley Road,",DEREEL VIC 3352,3 Beds,2 Baths,4 Parking,"20,234m²",143.7558535,-37.8331753
Jenny Gould,District Property Group,"$795,000","23 Bank Street,",JAMIESON VIC 3723,4 Beds,2 Baths,2 Parking,"1,480m²",146.1360358,-37.3006523
Gary Cooke,Jellis Craig Daylesford,"$1,250,000 - $1,350,000","5/32 King Street,",DAYLESFORD VIC 3460,2 Beds,2 Baths,1 Parking,130m²,144.1404898,-37.3521404
Dominic Morrison,Ballarat Real Estate,"$390,000 - $420,000","46 Lawrence Street,",BEAUFORT VIC 3373,3 Beds,1 Bath,1 Parking,"1,045m²",143.3835704,-37.4303288
Nick Hay,Howell Property Group,"Offers Over $320,000","3989 Victoria Valley Road,",DEE TAS 7140,3 Beds,1 Bath,4 Parking,"1,152m²",146.5917988,-42.2748895
Harley Maclachlan,First National Real Estate Bonnici & Associates,"$575,000","7 Jessica Court,",TANGAMBALANGA VIC 3691,3 Beds,2 Baths,2 Parking,811m²,147.0359657,-36.2544195
James Worssam,Great Ocean Road Real Estate Aireys Inlet,"$1,960,000","11 Robyn Road,",MOGGS CREEK VIC 3231,4 Beds,2 Baths,2 Parking,"1,151m²",144.0617289,-38.4683962
James Aiken,Great Ocean Properties Apollo Bay,$1.35m to $1.4m,"1-3 Tuxion Road,",APOLLO BAY VIC 3233,3 Beds,2 Baths,3 Parking,"1,323m²",143.6492422,-38.7415153
Jamie Horne,Indigo Real Estate,Expressions of Interest,"76-78 Conness Street,",CHILTERN VIC 3683,4 Beds,2 Baths,10 Parking,"2,108m²",146.6141417,-36.1509928
Gary Van Someren,Great Ocean Properties Apollo Bay,"$1,350,000","21 Seaview Drive,",APOLLO BAY VIC 3233,5 Beds,2 Baths,1 Parking,593m²,143.6687836,-38.7447138
Jackson Graham,Ray White Ballarat,Expression of Interest,"202 Dawson Street South,",BALLARAT CENTRAL VIC 3350,23 Beds,3 Baths,− Parking,511m²,143.8517735,-37.5694711
Darryn O'Keefe,Tweed Sutherland First National,"$795,000 - $850,000","14 Carpenter Street,",QUARRY HILL VIC 3550,3 Beds,2 Baths,2 Parking,634m²,144.285739,-36.7717899
Riley O'Keefe,Tweed Sutherland First National,"$660,000 - $720,000","4 Heyington Place,",KENNINGTON VIC 3550,4 Beds,2 Baths,2 Parking,712m²,144.3051693,-36.7633091
Paul Byrne,Bendigo Real Estate,"$450,000 - $485,000","9 Trotter Lane,",IRONBARK VIC 3550,3 Beds,2 Baths,1 Parking,328m²,144.2646725,-36.7549127
Melissa Thatcher,Team Real Estate,Expressions of Interest,"1781 Bendigo-Tennyson Road,",KAMAROOKA VIC 3570,5 Beds,2 Baths,24 Parking,14.16ha,144.3803939,-36.4723902
Bec Allen,McKean McGregor Real Estate Pty Ltd,Expressions of Interest,"78 Butcher Street,",STRATHDALE VIC 3550,4 Beds,2 Baths,2 Parking,"1,062m²",144.3156537,-36.7720317
Jenny Gould,District Property Group,"$495,000","17 Finlason Street,",MANSFIELD VIC 3722,3 Beds,1 Bath,2 Parking,646m²,146.0896736,-37.0597097
Lisa Mann,Acton | Belle Property South Perth & Victoria Park,"$1,500,000","78D Edgecumbe Street,",COMO WA 6152,4 Beds,2 Baths,4 Parking,433m²,115.8605246,-32.0144458
Martina McArdle,LITTLE Real Estate Victoria,"$675,000-$725,000","32 Ashford Drive,",PAKENHAM VIC 3810,4 Beds,2 Baths,2 Parking,584m²,145.4372628,-38.0760959
Philip Talbot,The Agency Coffs Harbour,Contact Agent,"121 Victoria Street,",COFFS HARBOUR NSW 2450,4 Beds,2 Baths,2 Parking,"1,644m²",153.1220334,-30.3033954
Dominic Morrison,Ballarat Real Estate,"$435,000","207 Albert Street,",SEBASTOPOL VIC 3356,4 Beds,1 Bath,2 Parking,710m²,143.8402044,-37.6075263
Toby Gray,Bendigo Real Estate,"$599,000 - $658,000","14 Sydenham Avenue,",NORTH BENDIGO VIC 3550,4 Beds,2 Baths,3 Parking,673m²,144.2909243,-36.7294777
Luke Moloney,Moloney Real Estate,Expression of Interest,"81 Ready Street,",RUTHERGLEN VIC 3685,3 Beds,2 Baths,2 Parking,"3,547m²",146.4545894,-36.0598383
Bob Packer,Ray White Albury Central,"$529,000 - $549,000","5 Pickering Place,",WODONGA VIC 3690,3 Beds,2 Baths,4 Parking,576m²,146.9076073,-36.1307438
Celeste Vasile,Acton | Belle Property South Perth & Victoria Park,UNDER OFFER BY TEAM VASILE,"9/5 Salisbury Road,",RIVERVALE WA 6103,2 Beds,2 Baths,1 Parking,103m²,115.9153793,-31.9538056
Sue Wilson,Broadhurst Property,"$1,395,000 - $1,495,000","39 Campbells Court,",KYNETON VIC 3444,4 Beds,2 Baths,4 Parking,"22,400m²",144.4899436,-37.2627266
Linda Currie,Team Real Estate,"$880,000 - $950,000","13 Booth Street,",GOLDEN SQUARE VIC 3555,3 Beds,1 Bath,2 Parking,"1,083m²",144.2622752,-36.7702887
Celeste Vasile,Acton | Belle Property South Perth & Victoria Park,UNDER OFFER BY TEAM VASILE,"703/60 Grose Avenue,",CANNINGTON WA 6107,2 Beds,2 Baths,1 Parking,102m²,115.9439548,-32.015626
Lexley Sewell,First National Real Estate Bonnici & Associates,"$1,295,000","5 Innisfree Drive,",WEST WODONGA VIC 3690,4 Beds,2 Baths,8 Parking,"6,961m²",146.8309598,-36.1324332
Alex & Victoria Fleri,Amir Prestige Group,Auction,"54 Gretel Drive,",MERMAID WATERS QLD 4218,5 Beds,5 Baths,3 Parking,640m²,153.4277586,-28.0453416
Sue Wilson,Broadhurst Property,"$1,075,000 - $1,175,000","13 Deakin Court,",KYNETON VIC 3444,3 Beds,1 Bath,2 Parking,"23,900m²",144.4892832,-37.2428259
Sue Wilson,Broadhurst Property,"$450,000 - $495,000","3 Palmer Place,",KYNETON VIC 3444,3 Beds,1 Bath,3 Parking,692m²,144.4539518,-37.2584252
Darryn O'Keefe,Tweed Sutherland First National,Auction Sat 21st Sep 1:30pm,"110 Mackenzie Street,",BENDIGO VIC 3550,4 Beds,2 Baths,3 Parking,"1,180m²",144.2593522,-36.7685681
Tahlia Huke,Oslo Property,"$760,000-$840,000","7 Toulon Court,",WINCHELSEA VIC 3241,3 Beds,2 Baths,2 Parking,"2,002m²",143.9817228,-38.2473627
Melissa Thatcher,Team Real Estate,"$520,000 - $570,000","32 John Street,",KANGAROO FLAT VIC 3555,3 Beds,2 Baths,3 Parking,840m²,144.2429104,-36.7867389
Lis Jones,District Property Group,"$480,000-$520,000","2600 Mansfield-Woods Point Road,",HOWQUA INLET VIC 3723,2 Beds,1 Bath,− Parking,797m²,146.1541426,-37.2251792
